Production Year,Production Date Entered,Operator,County,Town,Field,Producing Formation,Active Oil Wells,Inactive Oil Wells,Active Gas Wells,Inactive Gas Wells,Injection Wells,Disposal Wells,Self-use Well,"Oil Produced, bbl","Gas Produced, Mcf","Water produced, bbl","Taxable Gas, Mcf",Purchaser Codes,Location
1984,1985-04-04,"Universal Resources Holdings, Incorporated",Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,18,1,0,0,NO,0,119671,0,0,"GH,GK","GERRY, NY
(42.194749, -79.250394)"
1984,1985-04-04,"SCG Gas Quest, Inc.",Erie,EDEN,LAKEVIEW,MEDINA,0,0,30,0,0,0,NO,0,149985,1507,0,GK,"EDEN, NY
(42.652413, -78.896936)"
1984,1985-08-15,Harmony Energy Resources Ltd,Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,14298,0,0,GK,"HARMONY, NY
(42.074924, -79.486378)"
1984,1985-04-15,"Envirogas, Inc.",Chautauqua,FRENCH CREEK,LAKESHORE,MEDINA,0,0,49,4,0,0,NO,0,343363,0,0,"GH,GQ","FRENCH CREEK, NY
(42.053599, -79.703602)"
1984,1985-04-08,"Templeton Energy,  Inc.",Erie,MARILLA,COWLESVILLE,MEDINA,0,0,7,0,0,0,NO,0,13004,0,0,GK,"MARILLA, NY
(42.840165, -78.555271)"
1984,1985-04-08,"Templeton Energy,  Inc.",Cattaraugus,EAST OTTO,LAKESHORE,MEDINA,0,0,3,0,0,0,NO,0,5887,0,0,GK,"EAST OTTO, NY
(42.389841, -78.755024)"
1984,1985-04-08,"Cooper, Brian C",Allegany,BOLIVAR,RICHBURG,RICHBURG,1,4,0,0,0,0,NO,50,0,1460,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1984,1985-04-04,"Eclipse Management Assoc., Inc",Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,7,0,0,0,NO,0,35542,0,0,GK,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1984,1985-04-10,Pennzoil Products Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,179,24,0,0,170,0,NO,99129,6940,1982580,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-06-06,"Thomas, Peter & Judith",Ontario,BRISTOL,VINCENT,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"BRISTOL, NY
(42.845435, -77.424288)"
1984,1985-04-12,"Energy Oil, Inc.",Erie,MARILLA,BUFFALO CREEK,MEDINA,0,0,11,1,0,0,NO,0,7600,0,0,"GK,GQ","MARILLA, NY
(42.840165, -78.555271)"
1984,1985-04-11,Piarist Fathers,Erie,EVANS,LAKEVIEW,MEDINA,0,0,1,0,0,0,YES,0,950,0,0,unknown,"EVANS, NY
(42.638457, -79.027689)"
1984,1985-04-03,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,54,0,0,0,0,0,NO,1344,0,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-01-18,Salzmans Farm,Erie,EDEN,BRANT-EDEN,MEDINA,0,0,1,0,0,0,YES,0,5000,0,0,unknown,"EDEN, NY
(42.652413, -78.896936)"
1984,1985-04-04,"Ebenezer Oil Co., Inc.",Steuben,GREENWOOD,ANDOVER,PENNY,15,0,0,0,0,0,NO,105,0,0,0,OB,"GREENWOOD, NY
(42.135169, -77.648495)"
1984,1985-04-15,"Potter, Clair W",Chautauqua,BUSTI,BUSTI,GLADE,5,0,0,0,0,0,NO,100,0,0,0,OA,"BUSTI, NY
(42.038067, -79.283549)"
1984,1985-04-04,"Eclipse Management Assoc., Inc",Chautauqua,MINA,LAKESHORE,MEDINA,0,0,5,0,0,0,NO,0,16405,0,0,GK,"MINA, NY
(42.130114, -79.694407)"
1984,1985-04-11,Berea Oil & Gas Corp.,Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,40,0,0,0,NO,0,431311,0,0,GH,"GERRY, NY
(42.194749, -79.250394)"
1984,1985-04-02,Lackawanna City School District,Erie,LACKAWANNA,WEST SENECA,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"LACKAWANNA, NY
(42.816277, -78.824001)"
1984,1985-04-04,"Universal Resources Holdings, Incorporated",Chautauqua,ARKWRIGHT,LAKESHORE,MEDINA,0,0,1,1,0,0,NO,0,5666,0,0,GK,"ARKWRIGHT, NY
(42.406943, -79.236356)"
1984,1985-04-10,"Kayak Gas & Oil Co.,  Inc.",Chautauqua,EVANS,LAKEVIEW,MEDINA,0,0,9,1,0,0,NO,0,46951,0,0,GK,"EVANS, NY
(42.638457, -79.027689)"
1984,1985-06-05,"Sheshunoff, Alex",Wyoming,ARCADE,CHAFFEE-ARCADE,MEDINA,0,0,2,0,0,0,NO,0,5419,22,0,"GK,GQ","ARCADE, NY
(42.534125, -78.423151)"
1984,1985-04-12,Kinley Oil & Gas Corp.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,88,0,0,0,96,0,NO,26233,0,148470,0,OB,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-04-15,"Desert Gas Exploration, Inc.",Chautauqua,STOCKTON,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,3027,0,0,GX,"STOCKTON, NY
(42.316097, -79.359685)"
1984,1987-07-24,"Gorton, Leonette",Allegany,ALMA,RICHBURG,RICHBURG,6,3,0,0,0,0,NO,151,0,0,0,OB,"ALMA, NY
(42.012207, -78.060759)"
1984,1985-04-03,"Midwest Exploration, Inc.",Erie,ELMA,BENNINGTON,MEDINA,0,0,1,0,0,0,NO,0,223,0,0,GX,"ELMA, NY
(42.822476, -78.636722)"
1984,1985-04-11,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,113,0,0,0,3,0,NO,4173,1000,0,0,OC,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1986-10-23,U S Energy Development Corp.,Allegany,BOLIVAR,RICHBURG,RICHBURG,1,7,0,0,0,0,NO,91,234,30,0,"GK,OB","BOLIVAR, NY
(42.066701, -78.167667)"
1985,1986-02-25,Piarist Fathers,Erie,EVANS,LAKEVIEW,MEDINA,0,0,1,0,0,0,YES,0,1500,0,0,unknown,"EVANS, NY
(42.638457, -79.027689)"
1984,1987-07-15,"Linn, Conrad W. Jr.",Cattaraugus,PORTVILLE,BRADFORD,BRADFORD,10,0,0,0,0,0,NO,49,0,0,0,OB,"PORTVILLE, NY
(42.036015, -78.338463)"
1984,1985-04-10,"Lopatofsky, George J",Erie,EVANS,LAKEVIEW,MEDINA,0,0,1,0,0,0,NO,0,2212,0,0,GK,"EVANS, NY
(42.638457, -79.027689)"
1984,1985-04-12,"Evinczik, Joseph A",Chautauqua,JAMESTOWN,BUSTI,GLADE,1,0,1,1,0,0,NO,117,0,6,0,OB,"JAMESTOWN, NY
(42.098961, -79.242051)"
1984,1985-04-12,"Teepee Petroleum,  Inc.",Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,9,1,0,0,NO,0,88368,0,0,GH,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1984,1985-04-03,"Lischer, Donald A",Erie,ELMA,ELMA,MEDINA,0,0,1,0,0,0,NO,0,2961,0,0,GK,"ELMA, NY
(42.822476, -78.636722)"
1984,1985-04-10,Seis-Ex Geophysical Ltd,Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,20,0,0,0,NO,0,64519,2000,0,GK,"HARMONY, NY
(42.074924, -79.486378)"
1985,1986-03-28,"Alden Aurora Gas Co.,  Inc.",Wyoming,ATTICA,WYOMING,MEDINA,0,0,0,2,0,0,INACTIVE,0,0,0,0,unknown,"ATTICA, NY
(42.864011, -78.280509)"
1984,1985-04-08,Bruce Ingalls & Son,Allegany,BOLIVAR,RICHBURG,RICHBURG,6,10,0,0,0,0,NO,311,314,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1984,1985-08-15,"Hopkins, Angela",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,6,0,0,0,NO,0,41170,0,0,GK,"SHERIDAN, NY
(42.485764, -79.241801)"
1984,1985-04-03,"Red Oak Petroleums, Inc.",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,5,0,0,0,0,0,NO,2950,0,0,0,OB,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-04-02,Mother of Divine Grace Church,Erie,CHEEKTOWAGA,BUFFALO,MEDINA,0,0,1,0,0,0,YES,0,1574,0,0,unknown,"CHEEKTOWAGA, NY
(42.907071, -78.754318)"
1984,1985-04-03,"Mesler, Norman C",Allegany,BOLIVAR,RICHBURG,RICHBURG,57,0,0,0,0,0,NO,509,0,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1984,1985-04-12,National Fuel Gas Supply Corp.,Erie,WEST SENECA,WEST SENECA,MEDINA,0,0,4,0,0,0,YES,0,52663,0,0,unknown,"WEST SENECA, NY
(42.843272, -78.790813)"
1984,1985-04-12,"Energy Oil, Inc.",Erie,BOSTON,ORCHARD PARK-HAMBURG,MEDINA,0,0,1,0,0,0,NO,0,251,0,0,GK,"BOSTON, NY
(42.623202, -78.731581)"
1984,1985-06-06,Smith & Forness,Allegany,GENESEE,RICHBURG,RICHBURG,1,0,0,0,0,0,NO,466,0,0,0,OB,"GENESEE, NY
(42.02693, -78.205893)"
1984,1985-04-10,Marc Equity Realty Associates,Erie,CHEEKTOWAGA,ALDEN-LANCASTER,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"CHEEKTOWAGA, NY
(42.907071, -78.754318)"
1984,1985-04-15,Van Scoter & Van Scoter,Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,2435,0,0,GX,"POMFRET, NY
(42.439996, -79.331441)"
